ID,PopulationUntransformed,SeriesStep
6868,2727,12
6868,3195,13
6868,2415,14
6868,5229,15
6868,6173,16
6868,3347,17
6868,1705,18
6868,1828,19
6868,3373,20
6868,3438,21
6868,2350,22
6868,6104,23
6868,8488,24
6868,6448,25
6869,857,0
6869,1306,1
6869,2053,2
6869,696,3
6869,1247,4
6869,293,5
6869,902,6
6869,278,7
6869,770,8
6869,583,9
6869,43,10
6869,66,11
6869,178,12
6869,269,13
6869,500,14
6869,827,15
6869,502,16
6869,328,17
6869,478,18
6869,1308,19
6869,766,20
6869,1275,21
6869,1843,22
6869,1765,23
6869,314,24
6869,372,25
6870,392,0
6870,199,1
6870,230,2
6870,256,3
6870,157,4
6870,192,5
6870,361,6
6870,107,7
6870,485,8
6870,175,9
6870,922,10
6870,399,11
6870,521,12
6870,731,13
6870,454,14
6870,377,15
6870,255,16
6870,142,17
6870,220,18
6870,178,19
6870,171,20
6870,217,21
6870,281,22
6870,411,23
6870,688,24
6870,219,25
6871,1,0
6871,5,1
6871,4,2
6871,4,3
6871,12,4
6871,23,5
6871,21,6
6871,18,7
6871,29,8
6871,16,9
6871,64,13
6871,37,14
6871,34,15
6871,54,16
6871,108,17
6871,89,18
6871,31,19
6871,45,20
6871,41,21
6871,54,22
6871,90,23
6871,165,24
6871,76,25
6872,17,0
6872,38,1
6872,16,2
6872,12,3
6872,20,4
6872,40,5
6872,74,6
6872,14,7
6872,36,8
6872,22,9
6872,25,13
6872,7,14
6872,32,15
6872,38,16
6872,53,17
6872,193,18
6872,22,19
6872,25,20
6872,11,21
6872,13,22
6872,59,23
6872,113,24
6872,61,25
6873,57,0
6873,39,1
6873,61,2
6873,44,3
6873,218,4
6873,44,5
6873,126,6
6873,46,7
6873,63,8
6873,34,9
6873,34,13
6873,23,14
6873,58,15
6873,60,16
6873,96,17
6873,370,18
6873,20,19
6873,18,20
6873,14,21
6873,31,22
6873,41,23
6873,50,24
6873,32,25
6874,6,0
6874,6,1
6874,1,2
6874,7,3
6874,2,4
6874,10,5
6874,10,6
6874,10,7
6874,28,8
6874,4,9
6874,17,13
6874,19,14
6874,39,15
6874,39,16
6874,27,17
6874,93,18
6874,7,19
6874,46,20
6874,33,21
6874,18,22
6874,53,23
6874,63,24
6874,14,25
6875,41,0
6875,25,1
6875,26,2
6875,22,3
6875,23,4
6875,36,5
6875,38,6
6875,9,7
6875,29,8
6875,7,9
6875,12,13
6875,29,15
6875,12,16
6875,0,17
6875,22,18
6875,8,19
6875,11,20
6875,10,21
6875,7,22
6875,6,23
6875,4,24
6875,2,25
6876,8781,0
6876,9678,1
6876,24043,2
6876,5242,3
6876,8374,4
6876,2773,5
6876,2993,6
6876,511,7
6876,1533,8
6876,1631,9
6876,6115,10
6876,2015,11
6876,1762,12
6876,201,13
6876,540,14
6876,1636,15
6876,3457,16
6876,4872,17
6876,2539,18
6876,2024,19
6876,3004,20
6876,2213,21
6876,3347,22
6876,5185,23
6876,5448,24
6876,4460,25
6877,187,0
6877,204,1
6877,220,2
6877,294,3
6877,196,4
6877,116,5
6877,472,6
6877,178,7
6877,504,8
6877,267,9
6877,949,13
6877,897,14
6877,1046,15
6877,287,16
6877,235,17
6877,557,18
6877,636,19
6877,586,20
6877,874,21
6877,653,22
6877,578,23
6877,191,24
6877,395,25
6878,53,0
6878,129,1
6878,136,2
6878,95,3
6878,135,4
6878,59,5
6878,330,6
6878,117,7
6878,139,8
6878,86,9
6878,84,13
6878,113,14
6878,230,15
6878,54,16
6878,23,17
6878,76,18
6878,86,19
6878,109,20
6878,110,21
6878,100,22
6878,68,23
6878,24,24
6878,143,25
6879,97,0
6879,56,1
6879,52,2
6879,37,3
6879,62,4
6879,28,5
6879,26,6
6879,14,7
6879,42,8
6879,28,9
6879,55,13
6879,56,14
6879,78,15
6879,26,16
6879,23,17
6879,89,18
6879,73,19
6879,51,20
6879,24,21
6879,30,22
6879,20,23
6879,27,24
6879,15,25
6880,121,0
6880,85,1
6880,131,2
6880,134,3
6880,376,4
6880,302,5
6880,619,6
6880,214,7
6880,456,8
6880,574,9
6880,79,13
6880,99,14
6880,142,15
6880,141,16
6880,254,17
6880,141,18
6880,46,19
6880,65,20
6880,31,21
6880,96,22
6880,244,23
6880,815,24
6880,456,25
6881,85,0
6881,101,1
6881,72,2
6881,27,3
6881,33,4
6881,29,5
6881,46,6
6881,52,7
6881,59,8
6881,67,9
6881,27,13
6881,79,14
6881,18,15
6881,20,16
6881,43,17
6881,88,18
6881,108,19
6881,48,20
6881,23,21
6881,22,22
6881,75,23
6881,75,24
6881,91,25
6882,832,0
6882,1195,1
6882,894,2
6882,847,3
6882,1167,4
6882,693,5
6882,1274,6
6882,485,7
6882,951,8
6882,2005,9
6882,375,10
6882,161,11
6882,769,12
6882,729,13
6882,592,14
6882,2177,15
6882,1147,16
6882,335,17
6882,147,18
6882,966,19
6882,185,20
6882,113,21
6882,253,22
6882,1034,23
6882,439,24
6882,176,25
6883,62,0
6883,76,1
6883,66,2
6883,48,3
6883,38,4
6883,18,5
6883,66,6
6883,54,7
6883,69,8
6883,122,9
6883,56,13
6883,37,14
6883,41,15
6883,59,16
6883,50,17
6883,62,18
6883,153,19
6883,119,20
6883,120,21
6883,82,22
6883,128,23
6883,164,24
6883,218,25
6884,18,0
6884,18,1
6884,19,2
6884,15,3
6884,22,4
6884,12,5
6884,19,6
6884,6,7
6884,19,8
6884,25,9
6884,37,13
6884,61,14
6884,77,15
6884,53,16
6884,41,17
6884,69,18
6884,115,19
6884,164,20
6884,66,21
6884,39,22
6884,66,23
6884,35,24
6884,35,25
6885,112,0
6885,117,1
6885,166,2
6885,43,3
6885,96,4
6885,35,5
6885,56,6
6885,592,7
6885,156,8
6885,244,9
6885,153,10
6885,81,11
6885,194,12
6885,90,13
6885,244,14
6885,196,15
6885,370,16
6885,157,17
6885,251,18
6885,701,19
6885,454,20
6885,215,21
6885,215,22
6885,150,23
6885,135,24
6885,124,25
6886,697,0
6886,890,1
6886,370,2
6886,194,3
6886,350,4
6886,261,5
6886,628,6
6886,549,7
6886,962,8
6886,495,9
6886,345,13
6886,473,14
6886,999,15
6886,662,16
6886,392,17
6886,1249,18
6886,1372,19
6886,509,20
6886,346,21
6886,204,22
6886,140,23
6886,38,24
6886,141,25
6887,43,0
6887,50,1
6887,39,2
6887,27,3
6887,25,4
6887,29,5
6887,58,6
6887,58,7
6887,41,8
6887,78,9
6887,40,13
6887,36,14
6887,78,15
6887,27,16
6887,67,17
6887,101,18
6887,119,19
6887,125,20
6887,182,21
6887,117,22
6887,274,23
6887,220,24
6887,359,25
6888,109,0
6888,146,1
6888,107,2
6888,43,3
6888,40,4
6888,43,5
6888,92,6
6888,62,7
6888,97,8
6888,154,9
6888,111,13
6888,98,14
6888,120,15
6888,35,16
6888,41,17
6888,114,18
6888,296,19
6888,194,20
6888,227,21
6888,80,22
6888,112,23
6888,51,24
6888,265,25
6889,1229,0
6889,1469,1
6889,1212,2
6889,345,3
6889,378,4
6889,150,5
6889,474,6
6889,194,7
6889,469,8
6889,276,9
6889,74,10
6889,28,11
6889,87,12
6889,50,13
6889,94,14
6889,333,15
6889,533,16
6889,1057,17
6889,676,18
6889,998,19
6889,359,20
6889,647,21
6889,1064,22
6889,1376,23
6889,1361,24
6889,705,25
6890,374,0
6890,351,1
6890,209,2
6890,129,3
6890,129,4
6890,83,5
6890,240,6
6890,273,7
6890,873,8
6890,431,9
6890,140,10
6890,69,11
6890,209,12
6890,349,13
6890,265,14
6890,498,15
6890,240,16
6890,232,17
6890,563,18
6890,1093,19
6890,473,20
6890,386,21
6890,91,22
6890,283,23
6890,165,24
6890,479,25
6891,39,0
6891,30,1
6891,87,2
6891,38,3
6891,38,4
6891,35,5
6891,32,6
6891,22,7
6891,44,8
6891,104,9
6891,43,13
6891,13,14
6891,32,15
6891,21,16
6891,27,17
6891,25,18
6891,42,19
6891,49,20
6891,34,21
6891,47,22
6891,54,23
6891,54,24
6891,30,25
6892,6,0
6892,37,1
6892,49,2
6892,14,3
6892,26,4
6892,15,5
6892,26,6
6892,55,7
6892,25,8
6892,46,9
6892,20,13
6892,8,14
6892,3,15
6892,18,16
6892,16,17
6892,24,18
6892,79,19
6892,29,20
6892,47,21
6892,20,22
6892,59,23
6892,81,24
6892,166,25
6893,23,1
6893,74,2
6893,74,3
6893,123,4
6893,420,5
6893,203,6
6893,269,7
6893,47,8
6893,33,9
6893,46,13
6893,1105,14
6893,192,15
6893,81,16
6893,55,17
6893,66,18
6893,399,19
6893,1970,20
6893,622,21
6893,415,22
6893,558,23
6893,385,24
6893,171,25
6894,330,1
6894,316,2
6894,199,3
6894,206,4
6894,78,5
6894,82,6
6894,427,7
6894,106,8
6894,183,9
6894,73,13
6894,160,14
6894,62,15
6894,82,16
6894,125,17
6894,156,18
6894,156,19
6894,158,20
6894,137,21
6894,64,22
6894,87,23
6894,161,24
6894,75,25
6895,41,1
6895,103,2
6895,55,3
6895,93,4
6895,43,5
6895,54,6
6895,162,7
6895,106,8
6895,183,9
6895,8,13
6895,34,14
6895,14,15
6895,17,16
6895,39,17
6895,130,18
6895,306,19
6895,275,20
6895,117,21
6895,51,22
6895,21,23
6895,154,24
6895,209,25
6896,177,1
6896,247,2
6896,132,3
6896,183,4
6896,99,5
6896,120,6
6896,461,7
6896,217,8
6896,287,9
6896,59,13
6896,145,14
6896,49,15
6896,116,16
6896,179,17
6896,394,18
6896,692,19
6896,370,20
6896,147,21
6896,50,22
6896,52,23
6896,141,24
6896,324,25
6897,72,0
6897,380,1
6897,406,2
6897,270,3
6897,314,4
6897,341,5
6897,273,6
6897,582,7
6897,299,8
6897,326,9
6897,231,13
6897,498,14
6897,128,15
6897,219,16
6897,240,17
6897,502,18
6897,750,19
6897,389,20
6897,293,21
6897,342,22
6897,301,23
6897,355,24
6897,511,25
6898,191,0
6898,247,1
6898,266,2
6898,162,3
6898,123,4
6898,68,5
6898,221,6
6898,177,7
6898,319,8
6898,385,9
6898,208,13
6898,223,14
6898,454,15
6898,161,16
6898,117,17
6898,109,18
6898,332,19
6898,190,20
6898,283,21
6898,196,22
6898,270,23
6898,276,24
6898,80,25
6899,374,0
6899,284,1
6899,314,2
6899,199,3
6899,238,4
6899,89,5
6899,428,6
6899,233,7
6899,477,8
6899,343,9
6899,635,13
6899,634,14
6899,906,15
6899,312,16
6899,315,17
6899,614,18
6899,756,19
6899,378,20
6899,334,21
6899,330,22
6899,444,23
6899,747,24
6899,233,25
6900,968,0
6900,1163,1
6900,656,2
6900,460,3
6900,675,4
6900,864,5
6900,1126,6
6900,343,7
6900,757,8
6900,1972,9
6900,153,13
6900,69,14
6900,144,15
6900,294,16
6900,466,17
6900,147,18
6900,287,19
6900,318,20
6900,135,21
6900,531,22
6900,1646,23
6900,3061,24
6900,693,25
6901,1721,0
6901,1810,1
6901,1178,2
6901,665,3
6901,1367,4
6901,678,5
6901,4415,6
6901,420,7
6901,3321,8
6901,5553,9
6901,578,13
6901,1543,14
6901,2322,15
6901,652,16
6901,118,17
6901,286,18
6901,956,19
6901,273,20
6901,772,21
6901,1914,22
6901,2170,23
6901,1580,24
6901,808,25
6902,117,0
6902,197,1
6902,237,2
6902,67,3
6902,65,4
6902,40,5
6902,80,6
6902,94,7
6902,191,8
6902,208,9
6902,97,10
6902,7,11
6902,3,12
6902,3,13
6902,3,14
6902,33,15
6902,91,16
6902,88,17
6902,81,18
6902,171,19
6902,134,20
6902,146,21
6902,298,22
6902,157,23
6902,126,24
6902,75,25
6903,30,0
6903,49,1
6903,69,2
6903,47,3
6903,21,4
6903,31,5
6903,51,6
6903,50,7
6903,80,8
6903,203,9
6903,186,13
6903,284,14
6903,542,15
6903,385,16
6903,79,17
6903,87,18
6903,60,19
6903,48,20
6903,62,21
6903,46,22
6903,185,23
6903,284,24
6903,38,25
6904,0,0
6904,1,1
6904,3,2
6904,5,3
6904,9,4
6904,7,5
6904,21,6
6904,7,7
6904,24,8
6904,29,9
6904,6,10
6904,8,11
6904,9,12
6904,28,13
6904,31,14
6904,30,15
6904,11,16
6904,6,17
6904,22,18
6904,56,19
6904,30,20
6904,64,21
6904,36,22
6904,24,23
6904,0,24
6904,22,25
6905,11,0
6905,17,1
6905,14,2
6905,13,3
6905,14,4
6905,7,5
6905,19,6
6905,10,7
6905,20,8
6905,17,9
6905,9,13
6905,6,14
6905,12,15
6905,8,16
6905,11,17
6905,7,18
6905,10,19
6905,25,20
6905,4,21
6905,5,22
6905,23,23
6905,24,24
6905,16,25
6906,21,0
6906,21,1
6906,32,2
6906,31,3
6906,37,4
6906,37,5
6906,15,6
6906,25,7
6906,6,8
6906,12,9
6906,23,13
6906,34,14
6906,8,15
6906,19,16
6906,16,17
6906,11,18
6906,51,19
6906,34,20
6906,28,21
6906,26,22
6906,41,23
6906,37,24
6906,22,25
6907,81,0
6907,77,1
6907,73,2
6907,64,3
6907,45,4
6907,45,5
6907,17,6
6907,9,7
6907,8,8
6907,63,9
6907,55,13
6907,3,14
6907,49,15
6907,26,16
6907,32,17
6907,34,18
6907,23,19
6907,20,20
6907,16,21
6907,31,22
6907,11,23
6907,48,24
6907,86,25
6908,6,0
6908,11,1
6908,14,2
6908,9,3
6908,7,4
6908,15,5
6908,9,6
6908,1,7
6908,3,8
6908,12,9
6908,8,13
6908,3,14
6908,18,15
6908,7,16
6908,63,17
6908,65,18
6908,59,19
6908,12,20
6908,20,21
6908,7,22
6908,32,23
6908,86,24
6908,184,25
6909,5,0
6909,4,1
6909,1,2
6909,1,3
6909,1,4
6909,1,5
6909,2,6
6909,0,7
6909,4,8
6909,4,9
6909,13,13
6909,11,14
6909,24,15
6909,16,16
6909,28,17
6909,34,18
6909,38,19
6909,36,20
6909,37,21
6909,38,22
6909,12,23
6909,14,24
6909,6,25
6910,126,0
6910,84,1
6910,85,2
6910,65,3
6910,60,4
6910,43,5
6910,55,6
6910,57,7
6910,168,8
6910,119,9
6910,83,13
6910,68,14
6910,157,15
6910,50,16
6910,25,17
6910,76,18
6910,74,19
6910,85,20
6910,45,21
6910,82,22
6910,107,23
6910,58,24
6910,133,25
6911,1148,0
6911,394,1
6911,498,2
6911,217,3
6911,331,4
6911,274,5
6911,513,6
6911,115,7
6911,282,8
6911,158,9
6911,29,13
6911,39,14
6911,91,15
6911,96,16
6911,84,17
6911,55,18
6911,33,19
6911,8,20
6911,8,21
6911,20,22
6911,136,23
6911,233,24
6911,57,25
6912,21,0
6912,24,1
6912,33,2
6912,9,3
6912,33,4
6912,11,5
6912,23,6
6912,28,7
6912,20,8
6912,13,9
6912,21,13
6912,11,14
6912,48,15
6912,20,16
6912,29,17
6912,17,18
6912,39,19
6912,16,20
6912,17,21
6912,47,22
6912,42,23
6912,73,24
6912,37,25
6913,10,0
6913,1,1
6913,14,2
6913,10,3
6913,12,4
6913,3,5
6913,8,6
6913,15,7
6913,12,8
6913,8,9
6913,12,13
6913,9,14
6913,50,15
6913,22,16
6913,14,17
6913,16,18
6913,23,19
6913,4,20
6913,9,21
6913,1,22
6913,14,23
6913,36,24
6913,46,25
6914,561,0
6914,340,1
6914,157,2
6914,106,3
6914,333,4
6914,250,5
6914,171,6
6914,88,7
6914,151,8
6914,263,9
6914,47,13
6914,35,14
6914,236,15
6914,206,16
6914,279,17
6914,171,18
6914,458,19
6914,179,20
6914,128,21
6914,162,22
6914,268,23
6914,138,24
6914,156,25
6915,66,0
6915,55,1
6915,12,2
6915,7,3
6915,23,4
6915,14,5
6915,46,6
6915,26,7
6915,29,8
6915,37,9
6915,17,13
6915,15,14
6915,32,15
6915,49,16
6915,15,17
6915,17,18
6915,55,19
6915,36,20
6915,17,21
6915,32,22
6915,39,23
6915,28,24
6915,14,25
6916,19,0
6916,6,1
6916,16,2
6916,9,3
6916,14,4
6916,16,5
6916,29,6
6916,12,7
6916,31,8
6916,19,9
6916,45,13
6916,21,14
6916,19,15
6916,9,16
6916,28,17
6916,33,18
6916,16,19
6916,6,20
6916,3,21
6916,5,22
6916,14,23
6916,31,24
6916,20,25
6917,162,0
6917,280,1
6917,256,2
6917,348,3
6917,162,4
6917,187,5
6917,265,6
6917,220,7
6917,642,8
6917,265,9
6917,1423,10
6917,206,11
6917,547,12
6917,257,13
6917,124,14
6917,240,15
6917,452,16
6917,363,17
6917,579,18
6917,300,19
6917,221,20
6917,216,21
6917,129,22
6917,242,23
6917,718,24
6917,372,25
6918,106,0
6918,290,1
6918,278,2
6918,135,3
6918,202,4
6918,71,5
6918,170,6
6918,231,7
6918,462,8
6918,129,9
6918,215,13
6918,115,14
6918,213,15
6918,327,16
6918,260,17
6918,283,18
6918,69,19
6918,64,20
6918,14,21
6918,66,22
6918,465,23
6918,698,24
6918,117,25
6919,51,0
6919,53,1
6919,53,2
6919,27,3
6919,27,4
6919,12,5
6919,18,6
6919,19,7
6919,51,8
6919,58,9
6919,14,13
6919,10,14
6919,39,15
6919,128,16
6919,70,17
6919,158,18
6919,137,19
6919,83,20
6919,33,21
6919,23,22
6919,50,23
6919,45,24
6919,25,25
6920,119,0
6920,98,1
6920,183,2
6920,206,3
6920,477,4
6920,261,5
6920,461,6
6920,440,7
6920,222,8
6920,456,9
6920,348,10
6920,269,11
6920,171,12
6920,360,13
6920,244,14
6920,353,15
6920,238,16
6920,118,17
6920,108,18
6920,203,19
6920,138,20
6920,209,21
6920,224,22
6920,661,23
6920,360,24
6920,408,25
6921,485,0
6921,608,1
6921,480,2
6921,241,3
6921,248,4
6921,154,5
6921,204,6
6921,204,7
6921,148,8
6921,240,9
6921,199,10
6921,148,11
6921,301,12
6921,240,13
6921,170,14
6921,94,15
6921,84,16
6921,50,17
6921,96,18
6921,255,19
6921,243,20
6921,243,21
6921,212,22
6921,280,23
6921,131,24
6921,143,25
6922,247,0
6922,262,1
6922,161,2
6922,201,3
6922,191,4
6922,173,5
6922,329,6
6922,137,7
6922,491,8
6922,112,9
6922,597,10
6922,362,11
6922,472,12
6922,492,13
6922,337,14
6922,169,15
6922,182,16
6922,228,17
6922,797,18
6922,527,19
6922,387,20
6922,266,21
6922,269,22
6922,290,23
6922,570,24
6922,214,25
6923,155,0
6923,1000,1
6923,372,2
6923,154,3
6923,376,4
6923,187,5
6923,715,6
6923,518,7
6923,402,8
6923,721,9
6923,435,13
6923,732,14
6923,978,15
6923,1258,16
6923,846,17
6923,618,18
6923,1224,19
6923,1895,20
6923,1203,21
6923,1351,22
6923,2318,23
6923,1773,24
6923,1533,25
6924,1571,0
6924,744,1
6924,1061,2
6924,771,3
6924,314,4
6924,244,5
6924,330,6
6924,262,7
6924,378,8
6924,528,9
6924,96,13
6924,175,14
6924,101,15
6924,135,16
6924,103,17
6924,145,18
6924,117,19
6924,60,20
6924,88,21
6924,75,22
6924,110,23
6924,35,24
6924,54,25
6925,59,0
6925,148,1
6925,170,2
6925,132,3
6925,269,4
6925,147,5
6925,207,6
6925,85,7
6925,168,8
6925,126,9
6925,76,13
6925,74,14
6925,45,15
6925,121,16
6925,102,17
6925,189,18
6925,226,19
6925,65,20
6925,26,21
6925,47,22
6925,158,23
6925,268,24
6925,196,25
6926,52,0
6926,57,1
6926,68,2
6926,28,3
6926,40,4
6926,39,5
6926,36,6
6926,28,7
6926,34,8
6926,94,9
6926,59,13
6926,36,14
6926,44,15
6926,33,16
6926,58,17
6926,54,18
6926,83,19
6926,52,20
6926,47,21
6926,85,22
6926,122,23
6926,143,24
6926,54,25
6927,584,0
6927,645,1
6927,1958,2
6927,2132,3
6927,890,4
6927,120,5
6927,446,6
6927,226,7
6927,361,8
6927,1269,9
6927,540,13
6927,828,14
6927,2865,15
6927,805,16
6927,323,17
6927,257,18
6927,2108,19
6927,498,20
6927,1254,21
6927,841,22
6927,1085,23
6927,283,24
6927,210,25
6928,62,0
6928,76,1
6928,91,2
6928,59,3
6928,48,4
6928,15,5
6928,34,6
6928,15,7
6928,34,8
6928,94,9
6928,36,13
6928,36,14
6928,49,15
6928,27,16
6928,23,17
6928,35,18
6928,73,19
6928,73,20
6928,138,21
6928,95,22
6928,180,23
6928,99,24
6928,19,25
6929,309,0
6929,390,1
6929,771,2
6929,475,3
6929,417,4
6929,583,5
6929,673,6
6929,416,7
6929,594,8
6929,676,9
6929,426,13
6929,374,14
6929,637,15
6929,576,16
6929,634,17
6929,747,18
6929,804,19
6929,477,20
6929,1354,21
6929,635,22
6929,342,23
6929,478,24
6929,532,25
6930,28,0
6930,20,1
6930,9,2
6930,4,3
6930,14,4
6930,8,5
6930,27,6
6930,52,7
6930,155,8
6930,304,9
6930,7,13
6930,33,14
6930,195,15
6930,396,16
6930,323,17
6930,245,18
6930,259,19
6930,29,20
6930,132,21
6930,245,22
6930,348,23
6930,412,24
6930,230,25
6931,723,0
6931,958,1
6931,888,2
6931,1280,3
6931,834,4
6931,806,5
6931,860,6
6931,441,7
6931,850,8
6931,1292,9
6931,1094,13
6931,1456,14
6931,1553,15
6931,1291,16
6931,811,17
6931,945,18
6931,669,19
6931,822,20
6931,294,21
6931,665,22
6931,765,23
6931,1172,24
6931,972,25
6932,133,0
6932,292,1
6932,452,2
6932,771,3
6932,431,4
6932,264,5
6932,343,6
6932,220,7
6932,475,8
6932,666,9
6932,401,13
6932,280,14
6932,980,15
6932,766,16
6932,420,17
6932,249,18
6932,385,19
6932,265,20
6932,203,21
6932,265,22
6932,586,23
6932,839,24
6932,518,25
6933,1387,0
6933,2583,1
6933,1145,2
6933,1198,3
6933,1578,4
6933,645,5
6933,940,6
6933,607,7
6933,582,8
6933,4634,9
6933,37,13
6933,81,14
6933,332,15
6933,1984,16
6933,2286,17
6933,509,18
6933,534,19
6933,521,20
6933,103,21
6933,561,22
6933,234,23
6933,990,24
6933,130,25
6934,30,0
6934,15,1
6934,18,2
6934,21,3
6934,45,4
6934,14,5
6934,14,6
6934,8,7
6934,21,8
6934,14,9
6934,95,13
6934,15,14
6934,29,15
6934,15,16
6934,7,17
6934,17,18
6934,57,19
6934,23,20
6934,46,21
6934,20,22
6934,24,23
6934,11,24
6934,12,25
6935,4,0
6935,16,1
6935,23,2
6935,12,3
6935,15,4
6935,26,5
6935,32,6
6935,9,7
6935,5,8
6935,17,9
6935,78,13
6935,157,14
6935,195,15
6935,68,16
6935,34,17
6935,34,18
6935,42,19
6935,65,20
6935,85,21
6935,50,22
6935,98,23
6935,66,24
6935,71,25
6936,247,0
6936,190,1
6936,114,2
6936,148,3
6936,195,4
6936,76,5
6936,70,6
6936,27,7
6936,42,8
6936,64,9
6936,1147,13
6936,252,14
6936,145,15
6936,34,16
6936,151,17
6936,345,18
6936,1032,19
6936,1123,20
6936,523,21
6936,271,22
6936,140,23
6936,59,24
6936,218,25
6937,137,0
6937,209,1
6937,160,2
6937,297,3
6937,241,4
6937,38,5
6937,230,6
6937,144,7
6937,273,8
6937,158,9
6937,302,13
6937,129,14
6937,224,15
6937,144,16
6937,118,17
6937,209,18
6937,492,19
6937,128,20
6937,172,21
6937,90,22
6937,103,23
6937,25,24
6937,112,25
6938,724,0
6938,1604,1
6938,1086,2
6938,785,3
6938,721,4
6938,167,5
6938,1347,6
6938,870,7
6938,1902,8
6938,1487,9
6938,600,13
6938,884,14
6938,900,15
6938,690,16
6938,344,17
6938,1142,18
6938,2513,19
6938,1273,20
6938,1458,21
6938,1530,22
6938,1710,23
6938,216,24
6938,632,25
6939,1760,0
6939,1017,1
6939,1663,2
6939,792,3
6939,949,4
6939,1017,5
6939,636,6
6939,414,7
6939,2076,8
6939,377,9
6939,1246,10
6939,409,11
6939,295,12
6939,489,13
6939,305,14
6939,490,15
6939,773,16
6939,590,17
6939,417,18
6939,373,19
6939,1268,20
6939,216,21
6939,320,22
6939,252,23
6939,848,24
6939,53,25
6940,455,0
6940,453,1
6940,720,2
6940,295,3
6940,437,4
6940,153,5
6940,308,6
6940,126,7
6940,303,8
6940,134,9
6940,254,10
6940,209,11
6940,209,12
6940,285,13
6940,580,14
6940,488,15
6940,176,16
6940,186,17
6940,351,18
6940,405,19
6940,362,20
6940,338,21
6940,347,22
6940,272,23
6940,208,24
6940,226,25
6941,0,0
6941,0,1
6941,41,2
6941,56,3
6941,68,4
6941,54,5
6941,87,6
6941,57,7
6941,133,8
6941,13,9
6941,61,13
6941,40,14
6941,54,15
6941,44,16
6941,27,17
6941,42,18
6941,53,19
6941,37,20
6941,75,21
6941,86,22
6941,46,23
6941,8,24
6941,35,25
6942,97,0
6942,65,1
6942,119,2
6942,28,3
6942,53,4
6942,28,5
6942,59,6
6942,13,7
6942,90,8
6942,25,9
6942,78,13
6942,130,14
6942,185,15
6942,34,16
6942,26,17
6942,90,18
6942,220,19
6942,107,20
6942,216,21
6942,138,22
6942,57,23
6942,28,24
6942,82,25
6943,11,1
6943,13,2
6943,3,3
6943,19,4
6943,24,5
6943,21,6
6943,33,7
6943,4,8
6943,21,9
6943,0,13
6943,25,14
6943,35,15
6943,32,16
6943,20,17
6943,34,18
6943,30,19
6943,28,20
6943,6,21
6943,9,22
6943,8,23
6943,13,24
6943,2,25
6944,20,0
6944,53,1
6944,5,2
6944,2,3
6944,74,4
6944,30,5
6944,0,6
6944,12,7
6944,5,8
6944,17,9
6944,0,13
6944,0,14
6944,13,15
6944,2,16
6944,11,17
6944,0,18
6944,4,19
6944,78,20
6944,68,21
6944,1,22
6944,7,23
6944,0,24
6944,0,25
6945,27,0
6945,10,1
6945,13,2
6945,8,3
6945,21,4
6945,15,5
6945,13,6
6945,14,7
6945,14,8
6945,4,9
6945,57,13
6945,7,14
6945,24,15
6945,11,16
6945,39,17
6945,39,18
6945,91,19
6945,33,20
6945,7,21
6945,19,22
6945,2,23
6945,11,24
6945,40,25
6946,89,0
6946,82,1
6946,38,2
6946,30,3
6946,69,4
6946,37,5
6946,53,6
6946,15,7
6946,55,8
6946,51,9
6946,34,13
6946,80,14
6946,67,15
6946,26,16
6946,43,17
6946,103,18
6946,34,19
6946,44,20
6946,63,21
6946,44,22
6946,22,23
6946,27,24
6946,66,25
6947,76,0
6947,16,1
6947,11,2
6947,24,3
6947,35,4
6947,29,5
6947,37,6
6947,8,7
6947,21,8
6947,13,9
6947,1,13
6947,5,14
6947,9,15
6947,9,16
6947,13,17
6947,8,18
6947,12,19
6947,7,20
6947,5,21
6947,9,22
6947,6,23
6947,7,24
6947,14,25
6948,46,0
6948,38,1
6948,46,2
6948,14,3
6948,11,4
6948,12,5
6948,11,6
6948,4,7
6948,25,8
6948,6,9
6948,20,13
6948,12,14
6948,13,15
6948,7,16
6948,4,17
6948,9,18
6948,2,19
6948,7,20
6948,1,21
6948,5,22
6948,2,23
6948,7,24
6948,4,25
6949,35,0
6949,27,1
6949,24,2
6949,9,3
6949,13,4
6949,6,5
6949,17,6
6949,5,7
6949,19,8
6949,17,9
6949,7,13
6949,4,14
6949,2,15
6949,9,16
6949,13,17
6949,15,18
6949,27,19
6949,32,20
6949,11,21
6949,4,22
6949,7,23
6949,2,24
6949,3,25
6950,28,0
6950,21,1
6950,62,2
6950,31,3
6950,81,4
6950,54,5
6950,61,6
6950,4,7
6950,15,8
6950,13,9
6950,19,13
6950,33,14
6950,69,15
6950,25,16
6950,28,17
6950,30,18
6950,13,19
6950,23,20
6950,5,21
6950,5,22
6950,20,23
6950,29,24
6950,4,25
6951,63,0
6951,37,1
6951,51,2
6951,36,3
6951,91,4
6951,33,5
6951,48,6
6951,39,7
6951,48,8
6951,56,9
6951,25,13
6951,11,14
6951,47,15
6951,27,16
6951,43,17
6951,69,18
6951,73,19
6951,28,20
6951,16,21
6951,18,22
6951,2,23
6951,4,24
6951,20,25
6953,0,0
6953,0,1
6953,0,2
6953,56,3
6953,89,4
6953,25,5
6953,34,6
6953,0,7
6953,21,8
6953,40,9
6953,22,13
6953,27,14
6953,26,15
6953,21,16
6953,31,17
